age,id,color,intake,sex,time
2 months,A708509,Blue,Owner Surrender,Male,2
5 months,A671236,Black and White,Owner Surrender,Female,2
1 year,A722355,Black and White,Owner Surrender,Male,2
8 years,A721759,Orange Tabby,Owner Surrender,Male,2
2 months,A670442,Brown Tabby,Owner Surrender,Male,2
7 months,A759619,Calico,Owner Surrender,Female,2
2 months,A725272,Orange Tabby,Owner Surrender,Male,2
2 months,A751435,Black and White,Owner Surrender,Female,2
3 years,A766452,Orange Tabby,Owner Surrender,Male,2
6 months,A719354,Blue,Owner Surrender,Female,2
1 year,A730593,Calico,Owner Surrender,Male,2
2 years,A702420,Orange Tabby,Owner Surrender,Male,2
4 months,A754043,Orange Tabby,Owner Surrender,Male,2
10 years,A699031,Colourpoint,Owner Surrender,Male,2
3 months,A766634,Tortie,Owner Surrender,Female,2
2 months,A730133,Brown Tabby,Owner Surrender,Male,2
9 years,A688988,Colourpoint,Owner Surrender,Male,2
2 months,A750564,Black and White,Owner Surrender,Female,2
3 months,A717560,Orange Tabby,Owner Surrender,Male,2
2 months,A750561,Black and White,Owner Surrender,Female,2
2 months,A730191,Calico,Owner Surrender,Female,2
4 months,A742444,Brown Tabby,Owner Surrender,Female,2
2 months,A738636,Brown Tabby,Owner Surrender,Male,2
3 months,A765501,Orange Tabby,Owner Surrender,Male,2
5 years,A687739,Brown Tabby,Owner Surrender,Male,2
2 months,A673752,Cream Tabby,Owner Surrender,Female,2
2 months,A673757,Orange Tabby,Owner Surrender,Female,2
4 months,A671058,Torbie,Owner Surrender,Female,2
2 months,A757933,Calico,Owner Surrender,Female,2
2 months,A669813,Brown Tabby,Owner Surrender,Female,2
4 months,A742446,Brown Tabby,Owner Surrender,Male,2
2 months,A740401,Cream Tabby,Owner Surrender,Male,2
2 months,A671123,Orange Tabby,Owner Surrender,Male,2
4 months,A681347,Brown Tabby,Owner Surrender,Male,2
2 months,A762435,Orange Tabby,Owner Surrender,Female,2
2 years,A750638,Blue,Stray,Male,20
1 month,A681958,Black and White,Stray,Female,20
2 months,A716526,Black,Owner Surrender,Female,20
3 months,A717778,Black and White,Stray,Male,20
4 years,A738537,Blue,Stray,Male,20
4 months,A709486,Orange Tabby,Owner Surrender,Male,20
1 year,A742125,Black and White,Stray,Male,20
2 months,A681905,Black and White,Stray,Female,20
5 years,A765969,Cream Tabby,Owner Surrender,Male,20
2 months,A712238,Black and White,Stray,Female,20
6 years,A725545,Brown Tabby,Owner Surrender,Male,20
2 months,A680822,Orange Tabby,Stray,Male,20
2 months,A704315,Black and White,Owner Surrender,Male,20
4 months,A709070,Brown Tabby,Owner Surrender,Male,20
2 months,A712381,Black,Stray,Male,20
1 year,A736964,Brown Tabby,Stray,Female,20
2 months,A709719,Brown Tabby,Stray,Female,20
2 months,A669478,Orange Tabby,Stray,Female,20
5 years,A740064,Calico,Owner Surrender,Male,20
1 month,A747666,Orange Tabby,Stray,Male,20
2 years,A712211,Colourpoint,Stray,Male,20
3 years,A732340,Brown Tabby,Owner Surrender,Male,20
1 year,A709525,Blue,Owner Surrender,Male,20
7 years,A763906,Black and White,Owner Surrender,Male,20
2 years,A748277,Orange Tabby,Owner Surrender,Male,20
3 years,A685762,Black,Stray,Male,20
1 year,A731702,Colourpoint,Owner Surrender,Male,20
1 year,A709066,Brown Tabby,Stray,Male,20
10 years,A699926,Colourpoint,Owner Surrender,Male,20
5 months,A733034,Orange Tabby,Owner Surrender,Male,20
2 months,A667011,Brown Tabby,Owner Surrender,Male,20
11 years,A686208,Brown Tabby,Owner Surrender,Male,20
2 months,A680665,Calico,Owner Surrender,Female,20
2 months,A681979,Black,Owner Surrender,Female,20
2 months,A705879,Blue,Owner Surrender,Female,20
8 years,A760758,Colourpoint,Owner Surrender,Male,20
2 months,A742947,Black,Stray,Female,20
8 years,A714130,Blue,Owner Surrender,Male,20
1 month,A686462,Black,Stray,Male,20
2 months,A734585,Blue,Owner Surrender,Female,20
1 month,A686461,Blue,Stray,Male,20
2 years,A741053,Blue,Owner Surrender,Female,20
1 year,A733234,Brown Tabby,Owner Surrender,Male,20
5 years,A720993,Brown Tabby,Owner Surrender,Male,20
2 months,A726581,Black and White,Stray,Male,20
2 months,A726580,Black and White,Stray,Female,20
2 months,A705865,Tortie,Stray,Female,20
4 months,A681955,Brown Tabby,Stray,Male,20
2 months,A707285,Calico,Owner Surrender,Female,20
2 months,A729253,Black and White,Stray,Male,20
1 month,A759885,Orange Tabby,Stray,Male,20
2 months,A684460,Brown Tabby,Stray,Female,20
8 years,A714132,Brown Tabby,Owner Surrender,Male,20
3 months,A731153,Orange Tabby,Stray,Male,20
4 months,A712402,Tortie,Owner Surrender,Female,20
3 months,A731378,Orange Tabby,Stray,Male,20
2 months,A725960,Brown Tabby,Stray,Male,20
6 months,A734737,Brown Tabby,Stray,Male,20
1 month,A692238,Tortie,Owner Surrender,Female,20
1 month,A685202,Blue,Owner Surrender,Male,20
2 months,A750436,Blue,Stray,Female,20
2 months,A702150,Blue,Stray,Male,20
2 years,A766718,Brown Tabby,Stray,Male,20
1 year,A714234,Gray Tabby,Stray,Male,20
2 months,A734324,Black and White,Owner Surrender,Male,20
4 years,A741092,Calico,Owner Surrender,Male,20
2 months,A706626,Orange Tabby,Stray,Male,20
2 months,A703157,Tortie,Stray,Female,20
2 months,A703158,Black,Stray,Male,20
2 months,A752629,Torbie,Stray,Female,20
2 months,A684459,Brown Tabby,Stray,Female,20
3 months,A714864,Brown Tabby,Stray,Male,20
2 months,A730913,Brown Tabby,Stray,Male,20
1 year,A734627,Black,Stray,Female,20
1 year,A727732,Black,Stray,Female,20
3 months,A735242,Cream Tabby,Stray,Male,20
3 months,A735241,Torbie,Stray,Female,20
3 months,A766284,Blue,Stray,Female,20
5 years,A694211,Black,Stray,Male,20
4 months,A679751,Calico,Owner Surrender,Male,20
1 year,A716138,Torbie,Owner Surrender,Male,20
1 year,A716199,Black,Owner Surrender,Male,20
3 months,A708471,Cream Tabby,Owner Surrender,Male,20
3 months,A708470,Orange Tabby,Owner Surrender,Male,20
8 months,A724632,Black,Stray,Male,20
9 months,A670309,Blue,Stray,Male,20
1 month,A738722,Calico,Stray,Female,20
2 months,A759432,Brown Tabby,Stray,Male,20
3 years,A729942,Brown Tabby,Stray,Male,20
3 months,A714214,Brown Tabby,Stray,Female,20
1 year,A716402,Black and White,Owner Surrender,Male,20
6 years,A691733,Blue,Owner Surrender,Male,20
5 years,A739423,Torbie,Owner Surrender,Male,20
1 month,A751520,Black and White,Stray,Male,20
3 years,A733404,Calico,Stray,Male,20
2 months,A690876,Cream Tabby,Stray,Male,20
3 years,A638551,Black and White,Stray,Male,20
1 month,A751521,Black and White,Stray,Female,20
2 months,A753383,Cream Tabby,Stray,Male,20
14 years,A695173,Calico,Owner Surrender,Male,20
2 years,A764475,Black and White,Stray,Male,20
2 months,A750532,Brown Tabby,Stray,Female,20
5 years,A615369,Colourpoint,Owner Surrender,Male,20
2 months,A686719,Black,Stray,Male,20
2 months,A752875,Brown Tabby,Stray,Male,20
8 years,A719600,Cream Tabby,Owner Surrender,Male,20
4 months,A684479,Orange Tabby,Stray,Male,20
10 years,A694741,Black and White,Owner Surrender,Male,20
4 months,A684480,Cream Tabby,Stray,Male,20
3 months,A715177,Black and White,Stray,Male,20
6 months,A764526,Black,Stray,Female,20
1 month,A706420,Brown Tabby,Stray,Male,20
1 month,A738293,Brown Tabby,Stray,Male,20
1 month,A738292,Brown Tabby,Stray,Male,20
2 months,A685806,Blue,Stray,Female,20
2 months,A682848,Tortie,Stray,Female,20
15 years,A741965,Colourpoint,Owner Surrender,Male,20
2 months,A730717,Torbie,Stray,Female,20
1 month,A759463,Brown Tabby,Stray,Male,20
2 months,A714217,Colourpoint,Stray,Male,20
1 month,A759350,Brown Tabby,Stray,Male,20
8 years,A685704,Gray Tabby,Owner Surrender,Male,20
2 months,A705911,Tortie,Stray,Female,20
3 months,A689555,Brown Tabby,Stray,Female,20
2 months,A704384,Brown Tabby,Stray,Male,20
1 month,A750813,Blue,Stray,Female,20
9 years,A746292,Brown Tabby,Owner Surrender,Male,200
1 year,A699225,Calico,Stray,Female,201
8 months,A706641,Brown Tabby,Stray,Female,202
7 months,A676428,Orange Tabby,Stray,Male,202
7 months,A726532,Torbie,Stray,Female,205
7 months,A726537,Tortie,Stray,Female,205
12 years,A410668,Black,Owner Surrender,Male,205
7 months,A685689,Orange Tabby,Stray,Male,206
7 months,A685694,Orange Tabby,Stray,Female,206
1 year,A666503,Orange Tabby,Stray,Female,208
13 years,A665651,Black and White,Owner Surrender,Male,209
6 years,A767944,Brown Tabby,Owner Surrender,Male,21
5 years,A696114,Cream Tabby,Owner Surrender,Male,21
2 months,A702137,Orange Tabby,Stray,Male,21
2 months,A750382,Orange Tabby,Stray,Male,21
2 months,A714600,Blue,Owner Surrender,Male,21
2 months,A702138,Brown Tabby,Stray,Male,21
2 months,A686080,Black,Stray,Male,21
2 years,A751562,Orange Tabby,Stray,Male,21
3 months,A754235,Tortie,Stray,Female,21
2 years,A732768,Orange Tabby,Owner Surrender,Male,21
3 months,A706666,Black,Stray,Male,21
1 month,A733412,Blue,Stray,Male,21
2 months,A738349,Colourpoint,Stray,Male,21
2 months,A750383,Blue,Stray,Female,21
2 months,A708980,Blue,Stray,Male,21
10 years,A699027,Black and White,Owner Surrender,Female,21
1 month,A706421,Brown Tabby,Stray,Male,21
3 years,A650637,Brown Tabby,Owner Surrender,Male,21
2 months,A714919,Colourpoint,Owner Surrender,Male,21
2 months,A714918,Black,Owner Surrender,Male,21
2 months,A681875,Black,Stray,Male,21
1 year,A732925,Black and White,Stray,Male,21
8 months,A716623,Brown Tabby,Owner Surrender,Female,21
10 years,A689524,Black and White,Owner Surrender,Male,21
3 years,A688621,Blue,Owner Surrender,Male,21
7 years,A686083,Orange Tabby,Stray,Male,21
2 months,A686974,Blue,Stray,Male,21
2 months,A751361,Black and White,Stray,Male,21
2 years,A737339,Calico,Owner Surrender,Male,21
12 years,A307592,Orange Tabby,Owner Surrender,Male,21
2 months,A681800,Brown Tabby,Owner Surrender,Male,21
2 months,A681801,Brown Tabby,Owner Surrender,Male,21
2 months,A708981,Blue,Stray,Male,21
11 months,A761466,Black and White,Stray,Male,21
1 month,A738289,Brown Tabby,Stray,Male,21
6 months,A711474,Orange Tabby,Owner Surrender,Male,21
2 months,A761529,Black and White,Stray,Male,21
2 months,A691649,Calico,Stray,Female,21
3 years,A762940,Blue,Stray,Male,21
3 years,A753790,Blue,Owner Surrender,Male,21
2 months,A716919,Black and White,Stray,Male,21
2 months,A716041,Black,Stray,Male,21
2 months,A716341,Tortie,Stray,Female,21
2 years,A754763,Blue,Owner Surrender,Male,21
2 months,A755632,Brown Tabby,Stray,Male,21
1 month,A679933,Colourpoint,Stray,Male,21
3 years,A678627,Calico,Owner Surrender,Male,21
6 years,A706538,Orange Tabby,Owner Surrender,Male,21
2 months,A753581,Black and White,Owner Surrender,Male,21
2 years,A763055,Black and White,Stray,Male,21
3 years,A767397,Calico,Owner Surrender,Male,21
1 year,A767403,Calico,Owner Surrender,Male,21
2 months,A674645,Black,Stray,Male,21
2 months,A674646,Brown Tabby,Stray,Male,21
2 months,A674647,Brown Tabby,Stray,Male,21
3 years,A686601,Calico,Stray,Male,21
1 month,A743811,Brown Tabby,Stray,Male,21
3 months,A748688,Brown Tabby,Stray,Female,21
1 month,A743812,Brown Tabby,Stray,Female,21
8 months,A677171,Orange Tabby,Stray,Male,21
1 month,A684540,Black,Stray,Female,21
4 months,A692589,Blue,Stray,Male,21
2 months,A762937,Calico,Stray,Female,21
3 months,A683768,Brown Tabby,Stray,Female,21
1 month,A756043,Calico,Stray,Female,21
3 months,A732024,Orange Tabby,Stray,Male,21
3 months,A731745,Black,Stray,Male,21
1 month,A700893,Cream Tabby,Stray,Female,21
1 month,A700895,Calico,Stray,Female,21
1 year,A675334,Calico,Stray,Female,21
13 years,A700699,Brown Tabby,Public Assist,Male,21
13 years,A750202,Brown Tabby,Owner Surrender,Male,21
2 months,A753220,Brown Tabby,Stray,Female,21
6 months,A719012,Brown Tabby,Owner Surrender,Female,21
14 years,A728934,White,Owner Surrender,Male,21
2 years,A757407,Cream Tabby,Stray,Female,21
6 months,A719011,Tortie,Owner Surrender,Female,21
1 month,A743810,Brown Tabby,Stray,Male,21
1 month,A681852,Orange Tabby,Stray,Male,21
2 months,A759692,Orange Tabby,Stray,Male,21
3 months,A731442,Orange Tabby,Owner Surrender,Male,21
2 months,A714029,Colourpoint,Owner Surrender,Female,21
1 year,A668553,Calico,Public Assist,Female,21
1 month,A738724,Blue,Stray,Male,21
4 years,A722021,Black and White,Stray,Male,21
1 month,A738725,Blue,Stray,Male,21
3 years,A766273,Gray Tabby,Stray,Male,21
1 month,A682518,Black and White,Stray,Male,21
3 months,A726403,Colourpoint,Owner Surrender,Female,21
4 months,A715554,Blue,Owner Surrender,Female,21
2 months,A690903,Orange Tabby,Stray,Female,21
2 months,A690902,Orange Tabby,Stray,Female,21
1 year,A761850,Orange Tabby,Stray,Male,21
2 months,A705745,Brown Tabby,Stray,Female,21
2 months,A704314,Black,Owner Surrender,Female,21
2 months,A732253,Black,Stray,Male,21
4 months,A763042,Brown Tabby,Stray,Female,21
2 months,A685588,Calico,Stray,Female,21
2 months,A686720,Black and White,Stray,Male,21
2 months,A712543,Orange Tabby,Stray,Male,21
2 years,A717432,Black and White,Stray,Male,21
4 months,A721305,Brown Tabby,Stray,Female,21
1 year,A766322,Black and White,Owner Surrender,Male,21
1 month,A759349,Black and White,Stray,Male,21
2 months,A681802,Brown Tabby,Owner Surrender,Male,21
2 years,A680434,Brown Tabby,Owner Surrender,Male,21
2 months,A757733,Blue,Owner Surrender,Female,21
2 months,A757730,Brown Tabby,Owner Surrender,Male,21
2 months,A706272,Black,Stray,Male,21
1 month,A706419,Brown Tabby,Stray,Female,21
4 months,A748689,Black and White,Stray,Male,21
3 months,A664513,Tortie,Stray,Female,21
3 months,A754844,Blue,Stray,Male,21
3 years,A668505,Black and White,Owner Surrender,Male,21
2 months,A681382,Brown Tabby,Stray,Male,21
15 years,A704679,Black and White,Owner Surrender,Male,21
2 years,A757231,Brown Tabby,Stray,Male,21
1 month,A704327,Orange Tabby,Stray,Male,21
3 years,A690361,Brown Tabby,Stray,Male,21
1 year,A708441,Calico,Stray,Male,21
2 months,A690711,Orange Tabby,Stray,Male,21
6 months,A711476,Torbie,Owner Surrender,Male,21
7 months,A726460,Brown Tabby,Stray,Male,210
10 years,A742748,Black and White,Owner Surrender,Male,210
3 years,A732037,Black,Stray,Male,210
2 years,A726423,Black and White,Stray,Male,211
2 years,A726422,Tortie,Stray,Male,211
10 years,A691254,Orange Tabby,Stray,Male,212
5 years,A624331,Blue,Owner Surrender,Male,212
7 months,A704145,Brown Tabby,Stray,Male,212
8 months,A714476,Brown Tabby,Stray,Male,213
1 year,A752253,White,Stray,Male,214
2 years,A707896,Brown Tabby,Stray,Male,214
9 months,A754484,Black,Stray,Female,216
3 years,A700959,Brown Tabby,Stray,Female,217
8 months,A755552,Black,Stray,Female,217
8 months,A755553,Black,Stray,Female,217
1 year,A726560,Brown Tabby,Owner Surrender,Male,217
7 months,A725123,Colourpoint,Stray,Male,217
5 years,A706870,Orange Tabby,Owner Surrender,Male,218
7 months,A754712,Orange Tabby,Stray,Male,219
6 years,A718404,Brown Tabby,Owner Surrender,Male,219
12 years,A676007,Tortie,Owner Surrender,Male,219
2 years,A759763,Cream Tabby,Owner Surrender,Male,22
1 year,A715551,Black,Owner Surrender,Female,22
3 years,A758827,Orange Tabby,Owner Surrender,Male,22
1 year,A717076,Brown Tabby,Owner Surrender,Male,22
10 years,A693032,Orange Tabby,Stray,Male,22
12 years,A643842,Gray Tabby,Owner Surrender,Male,22
3 months,A708784,Tortie,Stray,Female,22
2 months,A737739,Black,Stray,Male,22
7 years,A709638,Cream Tabby,Owner Surrender,Male,22
2 months,A681798,Black,Owner Surrender,Male,22
3 months,A710958,Black and White,Stray,Female,22
2 months,A735126,Black and White,Stray,Female,22
2 months,A735125,Calico,Stray,Female,22
16 years,A670616,Colourpoint,Owner Surrender,Male,22
2 years,A699141,Cream Tabby,Stray,Male,22
1 year,A731508,Black,Owner Surrender,Male,22
3 months,A704466,Orange Tabby,Stray,Male,22
3 years,A766464,Brown Tabby,Owner Surrender,Male,22
3 years,A698225,Calico,Owner Surrender,Female,22
2 months,A676671,Brown Tabby,Stray,Female,22
4 months,A672647,Brown Tabby,Stray,Female,22
4 years,A718143,Black and White,Owner Surrender,Male,22
8 years,A692482,Blue,Owner Surrender,Male,22
1 month,A758026,Blue,Stray,Female,22
4 months,A742225,Brown Tabby,Owner Surrender,Male,22
1 month,A704312,Brown Tabby,Stray,Female,22
1 month,A704310,Calico,Stray,Female,22
4 months,A746323,Brown Tabby,Stray,Male,22
2 months,A737190,Cream Tabby,Stray,Female,22
2 months,A725272,Orange Tabby,Stray,Male,22
1 month,A691653,Orange Tabby,Stray,Male,22
2 months,A691651,Calico,Stray,Female,22
2 months,A741773,Blue,Stray,Female,22
3 months,A753715,Orange Tabby,Stray,Male,22
3 years,A736641,Blue,Stray,Male,22
1 year,A750738,Black,Owner Surrender,Male,22
1 month,A698534,Black,Stray,Male,22
1 year,A732769,Black,Owner Surrender,Male,22
8 years,A755102,Torbie,Stray,Male,22
7 years,A764989,Calico,Owner Surrender,Male,22
1 month,A746366,Brown Tabby,Stray,Male,22
2 months,A712667,Orange Tabby,Stray,Male,22
9 years,A670613,Orange Tabby,Owner Surrender,Male,22
9 years,A670620,Orange Tabby,Owner Surrender,Male,22
2 months,A684355,Orange Tabby,Stray,Male,22
2 months,A708296,Brown Tabby,Stray,Male,22
4 years,A641116,Black and White,Owner Surrender,Male,22
2 months,A679731,White,Owner Surrender,Female,22
2 months,A763698,Tortie,Stray,Female,22
1 year,A743850,Calico,Stray,Male,22
6 years,A751620,Brown Tabby,Owner Surrender,Male,22
2 months,A738301,Brown Tabby,Stray,Female,22
3 months,A683769,Brown Tabby,Stray,Female,22
3 months,A764115,Cream Tabby,Stray,Male,22
6 months,A763628,Orange Tabby,Owner Surrender,Male,22
2 years,A640613,Orange Tabby,Owner Surrender,Male,22
1 year,A721115,Calico,Owner Surrender,Male,22
1 year,A748736,Black,Stray,Male,22
1 month,A685214,Calico,Stray,Female,22
1 month,A752341,Black and White,Stray,Female,22
1 month,A685215,Brown Tabby,Stray,Male,22
2 months,A733234,Brown Tabby,Stray,Male,22
1 year,A665907,Brown Tabby,Stray,Male,22
2 months,A750451,Cream Tabby,Stray,Male,22
5 months,A754482,Black and White,Stray,Female,22
2 months,A733232,Orange Tabby,Stray,Female,22
2 years,A738288,Torbie,Stray,Female,22
2 months,A763699,Black,Stray,Male,22
2 months,A681876,Blue,Stray,Female,22
3 months,A753563,Calico,Stray,Female,22
2 months,A753089,Orange Tabby,Owner Surrender,Male,22
2 months,A741801,Brown Tabby,Stray,Male,22
1 month,A676784,Brown Tabby,Stray,Male,22
1 month,A676783,Brown Tabby,Stray,Male,22
1 year,A673269,Black,Stray,Male,22
2 months,A687088,Black and White,Stray,Female,22
2 months,A712728,Black and White,Stray,Female,22
2 months,A755733,Brown Tabby,Stray,Female,22
6 years,A765388,Cream Tabby,Stray,Male,22
1 year,A744809,Torbie,Owner Surrender,Male,22
3 months,A708331,Orange Tabby,Stray,Male,22
1 month,A739273,Calico,Stray,Female,22
2 months,A729359,Torbie,Stray,Female,22
2 months,A699009,Tortie,Stray,Female,22
